,Unnamed: 0,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,hl2b_name,main_time,main_extra_time,completion_time,pic_url,hl2b_url,genre,tags,Score,main_50,main_extra_time_50,completion_time_100,main_50_noise,main_extra_time_50_noise,completion_time_100_noise
4287,11558,465840,THE LAST BLADE,"SNK CORPORATION, Dotemu",SNK CORPORATION,,107,43,0,"20,000 .. 50,000",0,0,0,0,999.0,999.0,0.0,0,The Last Blade,1.0,6.0,6.0,/games/255px-Last_Blade_(cover).jpg,https://howlongtobeat.com/game.php?id=9990,Action,"{'Action': 29, 'Fighting': 19, '2D Fighter': 16, 'Arcade': 13, '2D': 9, 'Classic': 8, 'Anime': 7}",71.33333333333333,1.0,6.0,6.0,1.4778741918432066,1.0667787696223687,6.203367412211391
4288,11563,94530,Back to the Future: Ep 5 - OUTATIME,Telltale Games,Telltale Games,,190,22,0,"20,000 .. 50,000",162,0,188,0,0.0,0.0,0.0,1,Back to the Future: Ep 5 - OUTATIME,2.5,2.5,2.5,/games/250px-Back_to_the_Future_The_Game.PNG,https://howlongtobeat.com/game.php?id=783,,"{'Point & Click': 9, 'Adventure': 6}",,2.5,2.5,2.5,2.4930233447604078,2.6605846880694917,2.6386627694833553
4289,11574,440420,True Fear: Forsaken Souls Part 1,Goblinz Enterprises Ltd,The Digital Lounge,,628,61,0,"20,000 .. 50,000",397,0,397,0,899.0,899.0,0.0,5,True Fear: Forsaken Souls - Part 1,5.0,6.0,7.0,/games/42362_True_Fear_Forsaken_Souls_Part_1.jpg,https://howlongtobeat.com/game.php?id=42362,"Adventure, Casual","{'Adventure': 152, 'Hidden Object': 141, 'Horror': 136, 'Psychological Horror': 117, 'Story Rich': 109, 'Casual': 99, 'Point & Click': 90, 'Atmospheric': 85, 'Female Protagonist': 83, 'Mystery': 80, 'Singleplayer': 77, 'First-Person': 75, 'Detective': 73, 'Indie': 67, 'Puzzle': 62, 'Exploration': 56, '2D': 52, 'Minimalist': 47, 'Survival Horror': 44, 'Dark': 41}",91.1465892597968,5.0,6.0,7.0,5.362124741153281,5.039013762152134,7.160391034179158
4290,11578,792120,FIGHT KNIGHT,Team Sorcerobe,Team Sorcerobe,,538,30,0,"20,000 .. 50,000",0,0,0,0,1499.0,1999.0,25.0,12,Fight Knight,11.0,12.5,18.5,/games/80922_Fight_Knight.jpg,https://howlongtobeat.com/game.php?id=80922,"Action, Adventure, Indie, RPG","{'Action': 159, 'Indie': 154, 'Adventure': 146, 'Dungeon Crawler': 146, 'RPG': 144, 'First-Person': 142, ""Beat 'em up"": 141, 'Grid-Based Movement': 133, 'Pixel Graphics': 129, 'Comedy': 124, 'Dark Fantasy': 121, 'Fantasy': 119, 'Retro': 108, 'Action RPG': 97, 'Puzzle': 95, 'Rhythm': 88, 'Hack and Slash': 84, '2D': 80, 'Souls-like': 76, 'Cartoony': 75}",94.71830985915491,11.0,12.5,18.5,11.213086373033061,10.70476599106883,18.588260703513406
4291,11585,485890,Summer Sale,Ductape studio,Ductape studio,,547,377,0,"20,000 .. 50,000",185,0,208,0,99.0,99.0,0.0,0,Summer Sale,0.8166666666666667,0.8833333333333333,1.0,/games/37751_Summer_Sale.jpg,https://howlongtobeat.com/game.php?id=37751,Simulation,"{'Memes': 91, 'Simulation': 64, 'Singleplayer': 35, 'Indie': 34, 'Casual': 28, 'Great Soundtrack': 5}",59.1991341991342,0.8166666666666667,0.8833333333333333,1.0,0.8166666666666667,0.8833333333333333,1.4834729878613406
4292,11587,297060,Freaking Meatbags,Wild Factor,Plug In Digital,,134,21,0,"20,000 .. 50,000",0,0,0,0,999.0,999.0,0.0,0,Freaking Meatbags,8.5,11.0,15.0,/games/freakingmeatbags_292x136.jpg,https://howlongtobeat.com/game.php?id=20133,"Action, Indie, Strategy","{'Strategy': 39, 'Indie': 28, 'Tower Defense': 28, 'Action': 25, 'Pixel Graphics': 19, 'RTS': 17, 'Sci-fi': 16, 'Robots': 14, 'Survival': 13, 'Resource Management': 12, 'Colony Sim': 12, 'Building': 11, 'Real-Time with Pause': 11, 'Base-Building': 11, 'Space Sim': 11}",86.45161290322581,8.5,11.0,15.0,8.146456211197865,8.48042251996728,14.635839451671805
4293,11590,598940,Doodle Mafia,JoyBits Ltd.,JoyBits Ltd.,,79,39,0,"20,000 .. 50,000",693,0,693,0,799.0,799.0,0.0,0,Doodle Mafia,4.0,6.5,8.0,/games/47033_Doodle_Mafia.jpg,https://howlongtobeat.com/game.php?id=47033,"Casual, Indie, Simulation","{'Indie': 34, 'Casual': 28, 'Simulation': 24, 'Puzzle': 18, 'Singleplayer': 16, 'Adventure': 13}",66.94915254237289,4.0,6.5,8.0,4.1310673857999065,4.058704498580759,8.493165845829644
4294,11596,536890,Glittermitten Grove,Mostly Tigerproof,"KOEI TECMO GAMES CO., LTD.",,387,75,0,"20,000 .. 50,000",103,0,143,0,999.0,999.0,0.0,1,Glittermitten Grove,5.0,7.5,11.0,/games/42524_Glittermitten_Grove.jpg,https://howlongtobeat.com/game.php?id=42524,"Simulation, Strategy","{'Farming Sim': 198, 'City Builder': 193, 'Colony Sim': 188, 'Comedy': 183, 'Memes': 178, 'Cute': 171, 'Fantasy': 168, 'Casual': 165, 'Adventure': 161, 'Bullet Hell': 155, 'Building': 149, 'Platformer': 149, 'Management': 144, 'Simulation': 140, 'Resource Management': 138, 'Surreal': 128, 'Magic': 116, 'Singleplayer': 106, 'Education': 102, 'Strategy': 99}",83.76623376623377,5.0,7.5,11.0,5.187563083070022,5.39068843094564,11.034724738809949
4295,11599,291630,Mirror Mysteries,Easy Co,Strategy First,,176,52,0,"20,000 .. 50,000",0,0,0,0,499.0,499.0,0.0,0,Mirror Mysteries,2.0,2.5,2.5,/games/MirrorMysteries.jpg,https://howlongtobeat.com/game.php?id=18575,Adventure,"{'Adventure': 32, 'Hidden Object': 25, 'Point & Click': 16, 'Casual': 10, 'Puzzle': 10}",77.19298245614036,2.0,2.5,2.5,2.386790270207319,1.611035347813651,2.736209995134942
4296,11604,1131540,Light In The Dark,Kisuarts,Kisuarts,,31,2,0,"20,000 .. 50,000",0,0,0,0,0.0,0.0,0.0,0,A Light in the Dark,3.0,4.5,5.5,/games/57573_A_Light_in_the_Dark.jpg,https://howlongtobeat.com/game.php?id=57573,"Adventure, Free to Play, Indie, RPG","{'Adventure': 226, 'RPGMaker': 220, '2D': 216, 'Free to Play': 214, 'Short': 211, 'Dark': 208, 'Pixel Graphics': 201, 'Point & Click': 199, 'Puzzle': 190, 'Exploration': 186, 'Horror': 181, 'Psychological Horror': 169, 'Retro': 156, 'Atmospheric': 145, 'Emotional': 143, 'Female Protagonist': 138, 'Singleplayer': 121, 'Story Rich': 119, 'Walking Simulator': 104, 'Psychological': 101}",,3.0,4.5,5.5,2.8739832298541095,2.8083316040967823,5.420586544817036
4297,11606,887060,Asterix & Obelix XXL 2,OSome Studio,Microids,,481,127,0,"20,000 .. 50,000",0,0,0,0,2999.0,2999.0,0.0,3,Asterix & Obelix XXL 2,9.0,10.0,11.0,/games/62783_Asterix_&_Obelix_XXL_2.jpg,https://howlongtobeat.com/game.php?id=62783,"Action, Adventure","{'Adventure': 37, 'Action': 34, ""Beat 'em up"": 15, '3D Platformer': 14, 'Singleplayer': 13, 'Comedy': 10, 'Funny': 10, 'Classic': 7, 'Co-op': 6}",79.11184210526316,9.0,10.0,11.0,9.038303555160962,9.393755191582402,10.529022776835813
4298,11610,746140,The Walking Zombie: Dead City,Alda Games,Alda Games,,282,92,0,"20,000 .. 50,000",324,0,341,0,299.0,299.0,0.0,3,The Walking Zombie: Dead City,3.5,4.5,5.0,/games/56946_The_Walking_Zombie_Dead_City.jpg,https://howlongtobeat.com/game.php?id=56946,"Action, Casual","{'Action': 107, 'Casual': 100, 'Zombies': 92, 'Co-op': 87, 'FPS': 84, 'Shooter': 77, 'Post-apocalyptic': 75, 'Online Co-Op': 73, 'Gore': 68, 'Singleplayer': 66, 'Horror': 64, 'Cartoony': 63, 'Pixel Graphics': 56, 'Blood': 56, 'Voxel': 51, 'First-Person': 49, 'Survival': 47, 'On-Rails Shooter': 45, 'RPG': 42, 'Action RPG': 40}",75.40106951871658,3.5,4.5,5.0,3.142103136973568,3.5026781595864445,4.89888745367004
4299,11616,736810,The Raven Remastered,KING Art,THQ Nordic,,193,42,0,"20,000 .. 50,000",0,0,0,0,499.0,1999.0,75.0,6,The Raven - Remastered,10.0,10.0,11.0,/games/54254_The_Raven_Remastered.jpg,https://howlongtobeat.com/game.php?id=54254,Adventure,"{'Adventure': 38, 'Point & Click': 17, 'Detective': 14, 'Singleplayer': 13, 'Mystery': 12}",82.12765957446808,10.0,10.0,11.0,10.33714392398257,10.303716331836554,10.84774288419712
4300,11622,110610,Alien Zombie Megadeath,PomPom,Pom Pom Games,,52,19,0,"20,000 .. 50,000",0,0,0,0,499.0,499.0,0.0,0,Alien Zombie Megadeath,4.0,8.0,19.0,/games/AlienZombieMegadeath_292x136.jpg,https://howlongtobeat.com/game.php?id=376,"Action, Indie","{'Action': 33, 'Indie': 32, 'Platformer': 5, 'Arcade': 5}",73.2394366197183,4.0,8.0,19.0,3.6990339173719646,4.421048259180681,18.781177658142195
4301,11628,1243220,Picklock,Creepy Brothers,Creepy Brothers,,245,35,0,"20,000 .. 50,000",30,0,30,0,799.0,799.0,0.0,1,Picklock,3.0,3.5,5.0,/games/81197_Picklock.jpg,https://howlongtobeat.com/game.php?id=81197,"Adventure, Indie, Simulation, Strategy","{'Indie': 57, 'Simulation': 56, 'Strategy': 55, 'Adventure': 55, 'Heist': 15, 'Stealth': 15, 'Crime': 14, 'Casual': 13, 'Singleplayer': 13, 'Puzzle': 12, 'Exploration': 12}",87.5,3.0,3.5,5.0,2.946912107045563,2.5637747927149537,5.058658106477918
4302,11633,742480,The Big Journey,Catfishbox,Hook Games,,247,32,0,"20,000 .. 50,000",0,0,0,0,499.0,499.0,0.0,2,The Big Journey,2.0,4.5,8.0,/games/56729_The_Big_Journey.jpg,https://howlongtobeat.com/game.php?id=56729,"Adventure, Casual, Indie","{'Casual': 39, 'Indie': 35, 'Adventure': 34, 'Platformer': 18, 'Atmospheric': 17, 'Relaxing': 16, 'Stylized': 16, 'Puzzle-Platformer': 16, 'Puzzle': 15, 'Cute': 10, 'Cats': 7}",88.5304659498208,2.0,4.5,8.0,2.203793341799701,1.8281965501825295,7.901737742517814
4303,11636,437250,A House of Many Doors,Pixel Trickery,Pixel Trickery,,304,54,0,"20,000 .. 50,000",273,0,273,0,1099.0,1099.0,0.0,1,A House of Many Doors,20.0,40.0,80.0,/games/43730_A_House_of_Many_Doors.jpg,https://howlongtobeat.com/game.php?id=43730,"Indie, RPG","{'Indie': 42, 'RPG': 37, 'Lovecraftian': 23, 'Story Rich': 21, 'Lore-Rich': 21, 'Exploration': 19, 'Atmospheric': 19, 'Singleplayer': 19, 'Open World': 17, 'Gothic': 17, 'Steampunk': 16, 'Horror': 15, 'Turn-Based': 15, '2D': 15, 'Dark': 15, 'Kickstarter': 11}",84.91620111731844,20.0,40.0,80.0,20.405919796272354,19.788768499142396,79.99851587350658
4304,11644,71160,Shining Force II,SEGA,SEGA,,9,0,0,"20,000 .. 50,000",0,0,0,0,99.0,99.0,0.0,0,Shining Force II,30.0,31.5,35.0,/games/Shining_Force_II.jpg,https://howlongtobeat.com/game.php?id=8451,RPG,"{'RPG': 43, 'Turn-Based Strategy': 26, 'Strategy RPG': 23, 'Retro': 21, 'Fantasy': 15, 'JRPG': 15, 'Tactical RPG': 14, 'Strategy': 13, 'Classic': 11, '2D': 7}",,30.0,31.5,35.0,29.927042992487905,29.76619232623334,34.64267535222425
4305,11651,418670,Pankapu,Too Kind Studio,Dear Villagers,,255,72,0,"20,000 .. 50,000",0,0,0,0,1199.0,1199.0,0.0,0,Pankapu,9.0,12.5,15.5,/games/40119_Pankapu.jpg,https://howlongtobeat.com/game.php?id=40119,"Action, Adventure, Indie","{'Indie': 51, 'Action': 49, 'Adventure': 48, 'Platformer': 29, 'Cute': 28, 'Story Rich': 23, '2D': 20, 'Metroidvania': 15, 'Atmospheric': 15}",77.98165137614679,9.0,12.5,15.5,8.893148778883296,8.924822441025352,15.307154267470567
4306,11653,542260,The Herbalist,Moonworks,Moonworks,,541,34,0,"20,000 .. 50,000",288,0,304,0,599.0,599.0,0.0,3,The Herbalist,2.5,4.5,7.0,/games/42467_The_Herbalist.jpg,https://howlongtobeat.com/game.php?id=42467,"Casual, Indie","{'Anime': 75, 'Visual Novel': 51, 'Indie': 50, 'Nudity': 50, 'Casual': 50, 'Singleplayer': 44, 'Great Soundtrack': 40, 'Relaxing': 36, 'Puzzle': 33, 'Crafting': 32, 'Atmospheric': 23, 'Female Protagonist': 17, 'Memes': 13, '2D': 12, 'Mature': 12, 'Comedy': 11, 'Mystery': 10, 'Adventure': 10, 'Supernatural': 10, 'Mythology': 10}",94.08695652173913,2.5,4.5,7.0,2.946504180342065,2.0861389441864198,7.328326134703903
4307,11654,303550,Adventures of Pip,Tic Toc Games,Tic Toc Games,,210,26,0,"20,000 .. 50,000",49,0,69,0,999.0,999.0,0.0,1,Adventures Of Pip,5.0,6.5,8.0,/games/AdventuresOfPip_header.jpg,https://howlongtobeat.com/game.php?id=21673,"Action, Adventure, Indie","{'Action': 27, 'Adventure': 24, 'Indie': 24, 'Platformer': 24, 'Retro': 20, 'Pixel Graphics': 18, 'Puzzle-Platformer': 15, 'Puzzle': 12, 'Kickstarter': 12, '2D': 8, 'Great Soundtrack': 7}",88.98305084745763,5.0,6.5,8.0,5.037246435045518,5.4593833507969824,8.320859598612545
4308,11658,1046820,I'm on Observation Duty,Notovia,Notovia,,646,42,0,"20,000 .. 50,000",377,0,377,0,199.0,199.0,0.0,15,I'm On Observation Duty,2.0,4.0,6.0,/games/68757_Im_On_Observation_Duty.jpg,https://howlongtobeat.com/game.php?id=68757,Indie,"{'Indie': 45, 'Horror': 33, 'Nudity': 25, 'Psychological Horror': 24, 'Singleplayer': 22, 'Atmospheric': 21, 'Puzzle': 20}",93.8953488372093,2.0,4.0,6.0,2.116566254965047,2.301035847044551,6.128818619133634
4309,11666,286240,Dog Sled Saga,Trichotomy,Trichotomy,,553,46,0,"20,000 .. 50,000",0,0,0,0,799.0,799.0,0.0,3,Dog Sled Saga,4.0,4.5,6.0,/games/Dog_Sled_Saga_header.jpg,https://howlongtobeat.com/game.php?id=28822,"Indie, Racing, RPG, Sports","{'Racing': 50, 'Sports': 42, 'Indie': 41, 'Dog': 40, 'RPG': 35, 'Simulation': 33, 'Pixel Graphics': 26, 'Management': 22, 'Cute': 17, 'Singleplayer': 13, 'Family Friendly': 6, '2D': 5}",92.32053422370618,4.0,4.5,6.0,4.203650112168444,4.421384318831533,6.103985148700343
4310,11675,259190,Alone in the Dark: The New Nightmare,"Darkworks, Spiral House",THQ Nordic,,268,129,0,"20,000 .. 50,000",2,0,2,0,699.0,699.0,0.0,2,Alone in the Dark: The New Nightmare,8.0,8.0,14.0,/games/250px-Alone_in_the_Dark_A_New_Nightmare.jpg,https://howlongtobeat.com/game.php?id=397,"Action, Adventure","{'Adventure': 40, 'Horror': 34, 'Action': 32, 'Survival Horror': 23, 'Classic': 11, 'Puzzle': 5, 'Female Protagonist': 5, 'Lovecraftian': 5}",67.50629722921914,8.0,8.0,14.0,8.208701493756331,8.07201790349501,14.386809201927935
4311,11695,496120,LaserCat,Daniel McFarline,Daniel McFarline,,66,4,0,"20,000 .. 50,000",156,0,187,0,99.0,99.0,0.0,1,LaserCat,1.5,1.5,2.0,/games/LaserCat.jpg,https://howlongtobeat.com/game.php?id=5185,"Adventure, Casual, Indie","{'Adventure': 25, 'Indie': 25, 'Casual': 23, 'Platformer': 9}",94.28571428571428,1.5,1.5,2.0,1.6880561136713284,1.5908553470018245,2.298078662875441
4312,11702,272330,Shadow Blade: Reload,Dead Mage,Dead Mage,,285,38,0,"20,000 .. 50,000",242,0,242,0,999.0,999.0,0.0,1,Shadow Blade: Reload,3.0,5.0,13.5,/games/Shadow_Blade_Reload_header.jpg,https://howlongtobeat.com/game.php?id=29936,"Action, Indie","{'Action': 33, 'Indie': 30, 'Ninja': 28, 'Platformer': 25, 'Fast-Paced': 22}",88.23529411764706,3.0,5.0,13.5,3.1745227038664146,3.276705148926345,13.587840893008698
4313,11705,357120,Big Action Mega Fight!,Double Stallion Games,Double Stallion Games,,191,58,0,"20,000 .. 50,000",18,0,18,0,199.0,199.0,0.0,1,Big Action Mega Fight!,3.0,4.5,5.0,/games/34802_Big_Action_Mega_Fight.jpg,https://howlongtobeat.com/game.php?id=34802,"Action, Indie","{'Indie': 27, 'Action': 26, ""Beat 'em up"": 19, 'Cartoony': 16, 'Comedy': 14, 'Casual': 13, '2D': 13, 'Cartoon': 13, 'Great Soundtrack': 12, 'Fighting': 10, '2D Fighter': 8}",76.70682730923694,3.0,4.5,5.0,2.7027413615607516,2.7576660729606974,4.611939417851357
4314,11709,210870,Cloudberry Kingdom,Pwnee Studios,Ubisoft,,193,19,0,"20,000 .. 50,000",273,0,273,0,0.0,0.0,0.0,1,Cloudberry Kingdom,8.0,8.0,8.5,/games/Cloudberry-Kingdom.jpg,https://howlongtobeat.com/game.php?id=12608,Indie,"{'Precision Platformer': 36, 'Indie': 34, 'Action Roguelike': 33, 'Platformer': 28, 'Local Co-Op': 10, 'Local Multiplayer': 8, 'Difficult': 7, '4 Player Local': 6, '2D': 5, 'Procedural Generation': 5, 'Kickstarter': 5}",91.0377358490566,8.0,8.0,8.5,8.468618777321128,7.946161560494217,8.672195235090847
4315,11713,566540,Labyrinth of Refrain: Coven of Dusk,"Nippon Ichi Software, Inc.","NIS America, Inc.",,603,167,0,"20,000 .. 50,000",1155,0,1854,0,4999.0,4999.0,0.0,72,Labyrinth of Refrain: Coven of Dusk,54.0,70.0,90.0,/games/57556_Labyrinth_of_Refrain_Coven_of_Dusk.jpg,https://howlongtobeat.com/game.php?id=57556,"RPG, Strategy","{'Dungeon Crawler': 82, 'RPG': 80, 'Anime': 53, 'Strategy': 49, 'JRPG': 47, 'Grid-Based Movement': 38, 'Sexual Content': 24, 'Nudity': 23, 'Turn-Based': 17, 'Turn-Based Combat': 13, 'First-Person': 12, 'Great Soundtrack': 9, 'Visual Novel': 9, 'Story Rich': 8, 'Party-Based RPG': 8}",78.31168831168831,51.0,51.0,90.0,51.0,51.0,89.78225880576696
4316,11714,218700,Angelica Weaver: Catch Me When You Can,MumboJumbo,MumboJumbo,,92,39,0,"20,000 .. 50,000",122,0,122,0,1399.0,1399.0,0.0,0,Angelica Weaver: Catch Me When You Can,3.5,4.0,4.0,/games/Angelica_Weaver_Catch_Me_When_You_Can.jpg,https://howlongtobeat.com/game.php?id=461,"Adventure, Casual","{'Adventure': 36, 'Casual': 36, 'Hidden Object': 26, 'Point & Click': 13, 'Female Protagonist': 12, 'Puzzle': 6}",70.22900763358778,3.5,4.0,4.0,3.9002255049761128,3.2461594992824216,4.166632820559385
4317,11717,1239050,Mists of Aiden,Steppe Hare Studio,Steppe Hare Studio,,864,73,0,"20,000 .. 50,000",77,0,77,0,699.0,699.0,0.0,2,Mists of Aiden,1.5,2.0,2.0,/games/81780_House_on_the_Hill.jpg,https://howlongtobeat.com/game.php?id=81780,"Action, Adventure, Indie","{'Horror': 49, 'Adventure': 39, 'Indie': 38, 'Violent': 34, 'Action': 32, 'Psychological Horror': 27, 'First-Person': 21, 'Atmospheric': 19, 'Mystery': 19, 'Choices Matter': 18, 'Story Rich': 18, 'Walking Simulator': 18, 'Mature': 18, 'Puzzle': 17, 'Gore': 17, 'Singleplayer': 16, 'Blood': 16, 'Supernatural': 15, 'Replay Value': 13, 'Early Access': 13}",92.20917822838848,1.5,2.0,2.0,1.6693646088407472,1.2660210263105793,2.061408362686631
4318,11720,257990,Oozi: Earth Adventure,Awesome Games Studio,Awesome Games Studio,,728,117,0,"20,000 .. 50,000",199,0,276,0,999.0,999.0,0.0,1,Oozi: Earth Adventure,4.5,8.0,29.5,/games/Oozi_Earth_Adventure.jpg,https://howlongtobeat.com/game.php?id=6773,"Casual, Indie","{'Platformer': 153, '2D Platformer': 152, 'Old School': 144, 'Indie': 141, 'Casual': 135, 'Singleplayer': 130, 'Cartoony': 128, 'Action': 124, 'Adventure': 121, 'Side Scroller': 118, 'Controller': 115, '2D': 114, 'Funny': 108, 'Difficult': 104, 'Arcade': 100, 'Cute': 93, 'Action-Adventure': 83, 'Collectathon': 81, 'Colorful': 76, 'Cartoon': 70}",86.15384615384616,4.5,8.0,29.5,4.464569104659448,4.412411230652811,29.285461453155992
4319,11722,258950,Montague's Mount,PolyPusher Studios,PolyPusher Studios,,246,175,0,"20,000 .. 50,000",116,0,116,0,499.0,499.0,0.0,0,Montague's Mount,3.5,5.0,7.0,/games/Montagues_Mount_292x136.jpg,https://howlongtobeat.com/game.php?id=15858,"Adventure, Indie","{'Indie': 47, 'Adventure': 45, 'Walking Simulator': 28, 'Horror': 23, 'Atmospheric': 16, 'Puzzle': 11}",58.43230403800475,3.5,5.0,7.0,3.1692018298142273,3.8205832614135042,6.701250060123955
4320,11727,31890,Nancy Drew: Secret of the Scarlet Hand,HeR Interactive,HeR Interactive,,99,13,0,"20,000 .. 50,000",324,0,324,0,699.0,699.0,0.0,9,Nancy Drew: Secret of the Scarlet Hand,5.5,7.0,8.5,/games/Secret_of_the_Scarlet_Hand_Coverart.png,https://howlongtobeat.com/game.php?id=6362,Action,"{'Puzzle': 24, 'Point & Click': 23, 'Detective': 18, 'Classic': 16, 'Great Soundtrack': 16, 'Adventure': 16, 'Mouse only': 15, 'Story Rich': 15, 'Female Protagonist': 15, 'Funny': 15, 'Atmospheric': 11, 'Exploration': 11, 'Casual': 10, 'Family Friendly': 6, '2.5D': 5, 'Retro': 5, 'Remake': 5, 'Mystery': 5, 'Linear': 5, 'Cult Classic': 5}",88.39285714285714,5.5,7.0,8.5,5.352486080153489,5.207708964444001,8.51681837452045
4321,11736,460160,The Leisure of Grisaia,Frontwing,Frontwing USA,,256,22,0,"20,000 .. 50,000",94,0,94,0,299.0,299.0,0.0,0,The Leisure of Grisaia,0.7333333333333333,0.7666666666666667,0.8333333333333334,/games/39468_The_Leisure_of_Grisaia.jpg,https://howlongtobeat.com/game.php?id=39468,"Adventure, Casual","{'Visual Novel': 98, 'Anime': 92, 'Casual': 89, 'Sexual Content': 87, 'Adventure': 74, 'Cute': 65, 'Nudity': 64, 'Comedy': 62, 'Short': 59, 'Female Protagonist': 58, 'Story Rich': 55, 'Singleplayer': 51, 'Dating Sim': 49, 'Funny': 47, 'Psychological': 47, 'Sequel': 41, 'Violent': 34, 'Great Soundtrack': 24}",92.0863309352518,0.7333333333333333,0.7666666666666667,0.8333333333333334,0.7333333333333333,0.7666666666666667,0.8333333333333334
4322,11738,1499120,I Expect You To Die 2,Schell Games,Schell Games,,686,25,0,"20,000 .. 50,000",170,25,281,25,2499.0,2499.0,0.0,10,I Expect You To Die 2,4.0,4.5,6.5,/games/97239_I_Expect_You_To_Die_2.jpg,https://howlongtobeat.com/game.php?id=97239,Adventure,"{'Puzzle': 56, 'VR': 56, 'First-Person': 43, 'Stylized': 40, 'Cold War': 36, 'Singleplayer': 29, 'Comedy': 28, 'Mystery': 27, 'Adventure': 26, 'Investigation': 24, 'Retro': 18, 'Soundtrack': 18, 'Escape Room': 8, 'VR Only': 1}",96.48382559774964,4.0,4.5,6.5,3.9737645441370573,3.8526795153550637,6.356299165754886
4323,11743,418040,hocus,"Yunus Ayyildiz, Sho Ohhira",Yunus Ayyildiz,,621,57,0,"20,000 .. 50,000",307,0,307,0,99.0,99.0,0.0,1,Hocus,2.5,3.0,3.5,/games/33105_hocus.jpg,https://howlongtobeat.com/game.php?id=33105,"Casual, Indie","{'Indie': 51, 'Casual': 31, 'Puzzle': 24, 'Minimalist': 15, 'Singleplayer': 14, 'Relaxing': 12, '2D': 12, 'Difficult': 12, 'Great Soundtrack': 11, 'Atmospheric': 11, 'Short': 11}",91.59292035398232,2.5,3.0,3.5,2.4674277623605163,2.2672213571271644,3.563487803831644
4324,11749,463030,Bottle,Tonguç Bodur,Tonguç Bodur,,258,139,0,"20,000 .. 50,000",159,0,170,0,99.0,99.0,0.0,1,Bottle,0.6333333333333333,0.85,2.0,/games/39598_Bottle.jpg,https://howlongtobeat.com/game.php?id=39598,"Adventure, Casual","{'Adventure': 149, 'Casual': 143, 'Walking Simulator': 139, 'First-Person': 135, 'Atmospheric': 132, 'Singleplayer': 126, 'Exploration': 122, 'Relaxing': 118, 'Indie': 115, 'Mystery': 106, 'Great Soundtrack': 99, 'Mature': 97, 'Noir': 95, 'Experience': 93, 'Short': 88, 'Open World': 73, '3D': 64, 'Beautiful': 57, 'Realistic': 49, 'Snow': 44}",64.98740554156171,0.6333333333333333,0.85,2.0,0.6333333333333333,0.85,1.9191628931661715
4325,11753,418120,Cally's Caves 3,VDO Games,VDO Games,,406,100,0,"20,000 .. 50,000",0,0,0,0,699.0,699.0,0.0,0,Cally's Caves 3,4.5,7.5,11.5,/games/33415_Callys_Caves_3.jpg,https://howlongtobeat.com/game.php?id=33415,"Action, Adventure, Indie, RPG","{'Female Protagonist': 51, 'Indie': 47, 'Action': 46, 'Adventure': 41, 'RPG': 41, 'Platformer': 33, 'Metroidvania': 25, 'Pixel Graphics': 22, '2D': 20, 'Great Soundtrack': 19, 'Side Scroller': 18, 'Singleplayer': 14}",80.23715415019763,4.5,7.5,11.5,4.526634965330616,4.363603829077149,11.801322301592503
4326,11756,250660,Bunny Must Die! Chelsea and the 7 Devils,Platine Dispositif,"Rockin' Android, Rockin Android",,235,109,0,"20,000 .. 50,000",25,0,27,0,0.0,0.0,0.0,0,Bunny Must Die! Chelsea and the 7 Devils,8.5,16.0,16.5,/games/Bunny_Must_Die_Chelsea_and_the_7_Devils_header.jpg,https://howlongtobeat.com/game.php?id=14929,"Action, Adventure, Indie","{'Metroidvania': 93, 'Anime': 78, 'Action': 66, 'Indie': 64, 'Platformer': 64, 'Adventure': 52, 'Female Protagonist': 44, '2D': 19, 'Difficult': 14, 'Pixel Graphics': 11, 'Cute': 10, 'Great Soundtrack': 5}",68.31395348837209,8.5,16.0,16.5,8.486137340239596,8.427232006473218,16.381367334174275
4327,11761,9980,The UnderGarden,Artech Studios,Retroism,,54,29,0,"20,000 .. 50,000",0,0,0,0,699.0,699.0,0.0,0,The UnderGarden,5.5,5.5,10.0,/games/The_Undergarden.png,https://howlongtobeat.com/game.php?id=10242,Casual,"{'Casual': 33, 'Puzzle': 14, 'Relaxing': 11, 'Exploration': 11}",65.06024096385542,5.5,5.5,10.0,5.366877902529251,5.646187667437056,10.144022359116251
4328,11762,281240,Adventure Chronicles: The Search For Lost Treasure,Gogii,Strategy First,,54,29,0,"20,000 .. 50,000",0,0,0,0,99.0,499.0,80.0,1,Adventure Chronicles: The Search For Lost Treasure,3.0,4.0,6.0,/games/AdventureChroniclesTheSearchForLostTreasure.jpg,https://howlongtobeat.com/game.php?id=18567,Adventure,"{'Adventure': 27, 'Hidden Object': 21, 'Point & Click': 8, 'Singleplayer': 5}",65.06024096385542,3.0,4.0,6.0,3.1984664548676864,3.2364602029121605,6.165937455852061
